66,"Pourquoi, par exemple, tandis que le penchant général que nous avons pour les femmes n'a qu'un certain degré de force, une passion particulière, dont nous sommes atteints tout d'un coup, en a-t-elle quelquefois infiniment davantage? Il me semble qu'un sentiment d'amour qui naît avant la réflexion, ne saurait avoir plus d étendue que ce qu'on appelle communément la concupiscence."
67,"Or la concupiscence à l'égard des femmes n'est que ce penchant général que nous avons pour elles."
68,"Je voudrais conclure de là, que les passions extraordinaires, telle qu'a été celle de mon père, ont quelque autre principe qui se joint au dérèglement causé par le péché d'origine."
69,"La Providence les permet pour des fins qui ne nous sont pas toujours connues, mais qui sont toujours sans doute dignes d'elle."
70,"Cette pensée n'a rien d'offensant pour la sainteté de Dieu; car enfin l'amour ne nous rend point criminels, lorsque l'objet est légitime, et qu'il ne fait point négliger ce que nous devons au Créateur."
71,"Il s'en suivrait seulement de l'opinion que je propose, qu'au lieu de maltraiter un fils qui se trouve atteint tout d'un coup d'une passion excessive, et de le vouloir guérir par la rigueur, un père devrait recourir à des remèdes plus doux, pour éviter les suites funestes que la violence produit presque toujours."
72,"Mon père eût été trop heureux, si le sien eût été capable de cette réflexion ; mais l'ambition ne lui permit point de la faire si tôt, et l'on verra qu'il était trop tard lorsqu'il la fit."
73,"Le chevalier s'aperçut bientôt de ce que le marquis avait dans le cœur, par l'assiduité de ses visites, et par mille manières tendres qui trahissent toujours les amans."
74,"Il se trouva d'abord dans un grand embarras."
75,"Il avait assez d'expérience pour juger que la passion du jeune homme était extrême, et il y trouvait son compte pour l'intérêt de sa fille; mais il était généreux, et l'honneur ne lui permettait pas d'abuser de la faiblesse du fils de son bienfaiteur."
76,"Le parti qu'il prit fut de s'en ouvrir à mon grandpère, et de lui demander de quelle manière il voulait qu'il se conduisît."
77,"Il en reçut une réponse honnête, et telle que la méritait sou désintéressement."
78,"Mais la première chose que fit le comte, fut de faire appeler son fils, et de lui demander à quoi il pensait, de s'amuser à faire l'amour dans un village, lorsqu'il ne devait penser qu'à se distinguer dans le monde, et à commencer l'ouvrage de sa fortuné."
79,"Le marquis, sans rien déguiser, lui fit l'aveu de son attachement ; mais il l'assura que l'amour qu'il avait pour la gloire n'en souffrirait rien, et qu'il espérait en donner des preuves, s'il voulait lui procurer de l'emploi pour la première campagne."
80,"Cette réponse ne satisfit point le comte; il voulut absolument qu'en attendant l'ouverture de la campagne, le marquis retournât à Paris."
81,"Son dessein était de l'éloigner de sa maîtresse."
82,"Cet ordre parut dur au jeune amant ; il ne put s'empêcher de témoigner sa répugnance à obéir."
83,"Je vois bien ce qui t'arrête, lui dit mon grand-père, qui était fort absolu, et même un peu emporté; ce n'est pas moi, c'est ta maîtresse ; mais tu te flattes, si tu crois que j'approuverai ton fol amour, et que je souffrirai que tu l'entretiennes sous mes yeux."
84,"En un mot, je te laisse deux partis à prendre, et n'attends pas que je puisse changer : choisis de partir dans deux jours, ou de ne plus voir la fille du chevalier."
85,"Un coup de foudre aurait moins abattu: le pauvre marquis."
86,"Le respect qu'il avait pour son père l'arrêta quelques momens ; mais sa passion était trop forte pour céder."
87,"Il fit part de sa douleur à son amante, et il la trouva aussi affligée que lui."
88,"Le chevalier, à qui mon grand-père avait laissé voir qu'il n'approuvait pas cette passion, avait déjà fait défense à sa fille de marquer le moindre retour pour la tendresse du marquis."
89,"Les deux amans se vengèrent de cette conduite, qui leur parut une injustice, par des sermens réitérés de s'aimer toujours."
90,"Cependant le comte fit réflexion que, malgré l'autorité paternelle, il aurait peut-être peine à se faire obéir de son fils."
91,"Pour se délivrer de cette inquiétude, il résolut de marier la fille du chevalier et de lui faire assez de bien pour lui procurer un parti avantageux."
92,"Il proposa la chose au chevalier, qui y consentit avec reconnaissance."
93,"Il ne fut pas difficile de lui trouver un époux."
94,"Les conditions du mariage furent acceptées en peu de temps, et le jour marqué pour la cérémonie."
95,"Quel fut le désespoir du marquis à cette funeste nouvelle! Il ne pouvait être égalé que par celui de sa maîtresse."
96,"Ils se virent pour déplorer leur sort, et se trouvant l'un et l'autre plus aimables que jamais, ils firent de nouveaux sermens de s'être toujours fidèles."
97,"Cependant quel moyen d'éviter le malheur qui les menaçait? Ils crurent qu'il ne leur en restait plus d'autre que la fuite, et ils s'y résolurent, dans le dessein de se lier par les nœuds du sacrement lorsqu'ils seraient en sûreté."
98,"Dès le même jour, mon père affecta une grande tranquillité, pour réussir mieux dans les mesures qu'il voulait prendre."
99,"Il emprunta secrètement des sommes considérables de ses amis et de quelques fermiers; il s'ouvrit de tout à son valet de chambre, qui était un garçon fidèle et de bon sens; il lui donna ordre de faire secrètement les apprêts nécessaires."
100,"Enfin, lorsque tout fut disposé pour son départ, il se mit dans sa chaise, comme s'il eût eu dessein d'aller voir un ami, et il se rendit le soir chez sa maîtresse, qui l'attendait, comme ils en étaient convenus, et qui s'abandonna à sa conduite, pour se sauver ensemble à la faveur de la nuit, et sous les auspices de l'Amour."
101,"Ils prirent le chemin de la frontière, qui n'est éloignée que de quelques lieues; de sorte qu'ils se trouvèrent hors du royaume lorsque le jour vint les éclairer."
102,"Dans un pays qui n'est point sujet aux lois françaises, ils se firent marier sans peine par le curé du premier village où ils s'arrêtèrent."
103,"Ils commencèrent alors à vivre en époux : mais comme il importait au marquis de ne pas demeurer longtemps dans un lieu où il pouvait être reconnu, ils allèrent droit à N., grande ville et bien peuplée, dans l'espérance d'y vivre avec plus de liberté."
104,"Ils changèrent de nom en arrivant, et se firent appeler monsieur et madame de Montjeu."
105,"Après avoir passé quelques jours dans une hôtellerie, ils louèrent un appartement meublé chez un riche négociant qui avait encore plus de probité que de richesses, et dont l'amitié fut dans la suite très-avantageuse à mon père."
106,"Ce fut-là qu'ils commencèrent à goûter les douceurs d'un amour tranquille; et loin que l'habitude de se voir ait jamais pu le diminuer, il ne fit qu'augmenter sans cesse jusqu'à la fin de leur vie."
107,"Ma naissance en fut le premier fruit."
108,"Je vins au monde le. avril 16. J'y fis mon entrée d'une manière plaisante, et qui mérite d'être rapportée."
109,"Ma mère fut saisie si subitement de ses premières douleurs, qu'on n'eut point le temps de faire venir l'accoucheuse."
110,"Sa femme de chambre et la Brie, le fidèle valet de mon père, en firent l'office; mon père lui-même fut obligé d'y prêter quelques secours ; et grâce à leur adresse, ma mère ni moi n'en ressentîmes aucun accident fâcheux."
111,"Je fus adoré dans notre petite famille."
112,"Mon père m'appelait l'enfant de son amour."
113,"Il ne pouvait me perdre un moment de vue sans inquiétude ; et lorsqu'il était à la maison, ses yeux étaient presque toujours attachés sur son épouse et sur son fils."
114,"Quelques mois avant que je fusse né, il avait envoyé la Brie en France pour s'informer secrètement de l'effet que sa fuite avait produit, et de la disposition où mon grand-père était à son égard."
115,"La Brie était revenu avec les nouvelles les plus affligeantes."
116,"Mon grand-père, qui avait toujours été d'une humeur fort vive, et que son grand âge ne rendait pas plus modéré, avait donné des marques furieuses de colère à la première nouvelle du départ et de l'enlèvement."
117,"Lorsqu'il fut las de ces témoignages extérieurs d'emportement et de fureur, le ressentiment de son cœur n'en fut pas moindre."
118,"Désespéré de' voir tous les projets qu'il avait formés pour la grandeur de sa maison, et auxquels il avait tout rapporté depuis son mariage, s'en aller en fumée par la mauvaise conduite de son fils, il entra dans une rage qui ne peut être exprimée; et il protesta à ses amis qu'il souhaitait, pour mourir content, de pouvoir tuer ce fils ingrat de sa propre main."
119,"La première marque qu'il lui donna de sa haine, fut de le déshériter par un acte authentique."
120,"Ensuite, pour le mieux punir, il pensa à se remarier, et il jeta les yeux sur une fille assez jolie, qui n'avait guère plus de dix-huit ans."
121,"Il en eut deux enfans, malgré son grand âge."
122,"Ces tristes nouvelles chagrinèrent extrêmement mon père."
123,"Car bien qu'il se fut assez attendu que la colère du comte ne manquerait pas d'abord d'éclater, il ne s'était pas imaginé qu'il en pût jamais venir à de telles extrémités, et il avait toujours fait fonds sur le retour de sa tendresse, après que ses premiers transports seraient calmés; de sorte qu'il ne pouvait penser, sans une extrême douleur, qu'il était l'objet de toute la haine et peut-être de la malédiction de celui dont il tenait la vie."
124,"Mille idées effrayantes venaient avec cela l'assiéger du côté de l'avenir."
125,"Il considérait quel allait être le sort de son épouse, de son fils, et peut-être de plusieurs autres enfans, qu'il n'était point en état d'entretenir selon leur condition."
126,"Il n'avait lui-même que vingt ans."
127,"Où trouver des ressources contre les nécessités d'une longue vie? Ces cruelles inquiétudes l'agitaient si vivement, qu'il n'était pas toujours le maître de les tenir renfermées dans son cœur, et qu'il en paraissait malgré lui quelque chose sur son visage."
128,"Lorsque ma mère s'apercevait de son trouble, il s'efforçait de prendre un air plus tranquille, de peur qu'elle ne vînt à-partager ses peines, si elle en eût connu la cause ; et il lui reprochait tendrement de s'alarmer mal-à-propos."
129,"Mais il n'eut point tant de réserve avec un intime ami qu'il s'était fait depuis son séjour à N. C'était le négociant chez lequel j'ai dit que nous étions logés."
130,"Il s'appelait monsieur Puget, et mon père se tenait fort assuré de sa droiture et de sa discrétion."
131,"*****Un jour qu'ils étaient ensemble à la promenade, et que cet honnête homme lui eut demandé le sujet de cette profonde tristesse où il le voyait souvent, il lui raconta, avec ouverture de cœur, toute son aventure, sans prendre d'autre précaution, que de lui cacher son nom et le lieu de sa naissance."
132,"*****Il ne lui déguisa pas même l'embarras où il appréhendait de tomber, par rapport à sa petite famille, ni tout ce qu'il envisageait de triste du côté de l'avenir."
133,"*****Ce discours attendrit monsieur Puget, qui avait le cœur excellent."
134,"Il fit des reproches à mon père de ce qu'il ne l'avait pas jugé plus tôt digne de sa confiance; il témoigna prendre un intérêt sincère à son infortune, et il finit en l'assurant qu'il voulait partager avec lui ses richesses, qui passaient pour être immenses."
135,"Je ne suis point marié, ajouta-t-il, vous me tiendrez lieu d'un enfant chéri : j'ai assez d'années pour être votre père, et je m'estimerai très-heureux, si vous me permettez de vous regarder désormais comme mon fils."
136,"Surpris d'une générosité si peu ordinaire, mon père fut quelque temps à chercher sa réponse."
137,"Enfin il reprit la parole pour exprimer sa reconnaissance à un ami d'une trempe si rare."
138,"Il lui dit que son dessein, en lui exposant l'état de sa fortune, n'avait point été de s'attirer une marque si peu attendue d'affection; que s'il lui demandait quelque chose, c'était seulement de la tendresse et un peu de compassion pour ses peines ; qu'au reste, en se ménageant comme il faisait depuis son arrivée, il comptait d'être encore en état, pendant quelques années, de ne pas craindre la misère, parce qu’il avait eu la précaution de recueillir quelque argent avant son départ : qu'il espérait que, durant ce temps-là, le Ciel lui ferait naître l'occasion de s'employer à quelque chose, soit à la guerre, où sa naissance et son courage lui pourraient attirer quelque distinction, soit dans quelqu’autre rencontre qu'il ne prévoyait point, mais qu'il osait espérer de la bonté du souverain maître, qui n'abandonne jamais l'innocence malheureuse."
139,"Je vois bien, repartit monsieur Puget, que vous ne me jugez pas digne de l'honneur que je vous priais de me faire : je ne m'en plains point, pourvu que vous soyiez persuadé que mes offres venaient d'estime et d'amitié."
140,"Voici une autre manière de vous rendre service, que vous goûterez peut-être davantage."
141,"Je fais un trafic considérable qui m'a rendu riche en peu d'années : il faut que vous preniez part à mon commerce."
142,"Ne croyez pas que je veuille faire de vous un marchand."
143,"Vous me confierez une partie de votre argent, et vous vous reposerez sur moi du soin de le faire valoir."
144,"Une offre de cette nature ne pouvait être refusée : mon père l'accepta."
145,"Il mit entre les mains de M. Puget deux mille écus, qui étaient à-peu-près le tiers de l'argent qui lui restait."
146,"Son bonheur, on pour mieux dire le zèle de son généreux ami, fût tel, que dès la première année ces deux mille écus lui en valurent quatre autres mille."
147,"Il retira alors les six mille livres, et laissa dans le commerce les douze cents pistoles qu'il avait gagnées."
148,"Elles multiplièrent de telle sorte, par les soins de M. Puget, qu'un si prompt accroissement ne me parut pas vraisemblable lorsque je fus en âge d'eu prendre connaissance; et j'ai cru, jusqu'aujourd’hui, quoique cet illustre négociant nous ait toujours protesté le contraire, qu'il y mettait du sien lorsqu'il apportait à mon père des sommes si considérables."
149,"Ce changement dans notre fortune nous en fit mettre aussi dans notre manière de vivre."
150,"Le nombre de nos domestiques fut augmenté, et notre table servie avec plus d'ordre et d'abondance : pour moi, qui commençais à sortir de l'enfance, on me donna un laquais qui eut ordre de me suivre en tous lieux."
151,"Mon père et ma mère étendirent leurs connaissances dans la ville, et furent reçus avec agrément chez tout ce qu'il y avait de personnes de distinction."
152,"Ce n'est pas qu'ils ne fussent déjà assez connus; car, soit qu'il fût échappé quelque indiscrétion à M. Puget ou à la Brie, soit que leur figure et certain air que les personnes de condition ne sauraient déguiser, les eût trahis, ils passaient publiquement dans la ville pour deux jeunes amans d'une naissance illustre, qui avaient été forcés de quitter le royaume par quelque aventure amoureuse."
153,"Cette idée qu'on avait d'eux ne leur fut pas désavantageuse ; elle leur avait déjà attiré la compassion de tout le monde, lorsqu'une connaissance plus particulière de leur mérite leur en attira l'estime."
154,"Nous passions donc la vie assez agréablement ; mais nous ne trouvions nulle part plus de plaisir que dans notre propre maison."
155,"Mon père avait une tendresse et des complaisances pour ma mère, qui augmentaient tous les jours."
156,"Pour moi, j'avais la compagnie de ma sœur, que j'aimais à l'adoration."
157,"Elle était née un an après moi ; de sorte que nous étions à peu-près de la même grandeur et de la même portée de raison."
158,"Il n'y eut peut-être jamais plus d'amitié si tendre et si parfaite que la nôtre."
159,"Je puis aussi dire que nous avions tous deux quelque chose d'aimable, et toute la ville en jugeait comme nous: Ce n'est pas blesser la modestie que de me représenter à mon lecteur sous une figure avantageuse, puisque je parle d'un temps qui est passé."
160,"Nous faisions, ma chère sœur et moi, l'admiration de tous ceux qui nous connaissaient."
161,"J'ai encore le portrait de mon aimable Julie si bien gravé dans le cœur, depuis plus de trente ans que je l'ai perdue, que je tracerais ici sans peine les charmes de son visage, de sa taille et de son esprit, si ces sortes de descriptions ne convenaient plus à un roman qu'à une histoire sérieuse, On nous élevait avec un soin et des attentions incroyables."
162,"Mon père s'appliquait lui-même à nous former les manières et les sentimens, tandis que les meilleurs maîtres nous apprenaient la danse, la musique et l'histoire, J'allais en classe chez les pères jésuites; mais il ne se reposait pas tellement sur eux de mon instruction, qu'il ne veillât de temps en temps sur mon travail."
163,"Il prenait plaisir à me faire lire en sa présence les épîtres et les satires d'Horace, et les ouvrages philosophiques de Cicéron."
164,"C'étaient les auteurs de l'antiquité pour lesquels il avait le plus d'estime et de goût."
165,"Il m'en faisait remarquer les beautés, et il étendait leurs pensées par ses réflexions, pour me les imprimer mieux dans l'esprit."
166,"Je profitai si bien de ses leçons, que je l'emportai sur tous mes condisciples pendant les cinq ans d'humanité."
167,"Quand je fus arrivé à la philosophie, il se chargea du soin de m'enseigner cette partie qu'on nomme la morale."
168,"Il le fit, non pas de cette manière sèche et stérile dont on le fait dans les écoles ; mais en me mettant devant les yeux tout ce que la raison, éclairée des lumières du christianisme, fournit de plus propre à former les mœurs, et à nous rendre véritablement sages et heureux."
169,"Il voulut que ma sœur fût présente à toutes les leçons qu'il me donna sur cette importante matière, afin qu'elle en pût tirer le même fruit que moi."
170,"Elle ne se fit pas presser, parce qu'elle aimait naturellement tout ce qui peut servir à éclairer et à polir l'esprit."
171,"Après la philosophie, je fis une année de mathématique, et je finis par-là le cours de mes études."
172,"J'étais alors dans ma dix-septième année, et Julie dans sa seizième."
173,"C'était l'âge où mon père attendait impatiemment que nous fussions arrivés pour exécuter un dessein qu'il méditait depuis long-temps."
174,"Quoiqu'il parût assez tranquille depuis que le zèle de M. Puget l'avait mis en état de vivre suivant sa condition, il était dévoré dans le fond de l'âme par un chagrin secret qui ne lui laissait point de repos."
175,"Le souvenir d'un père irrité lui revenait sans cesse ù l'esprit ; et il ne pouvait soutenir cette affligeante idée."
176,"Il n'avait pas manqué d'envoyer la Brie en France tous les six mois, pour s'assurer que mon grand père était encore en vie, et se conserver ainsi l'espérance de rentrer quelque jour dans ses bonnes grâces."
177,"Il avait eu cent fois la pensée de lui écrire, ou de s'aller jeter à ses pieds; mais la connaissance qu'il avait de son humeur inflexible, et les terribles excès où le comte s'était porté contre lui, l'avaient toujours retenu, dans la crainte de l'aigrir peut-être encore plus par sa présence ou par ses lettres."
178,"Lorsqu'il se vit deux enfans, et qu'à mesure que nous avancions en âge, il crut découvrir en nous quelques bonnes qualités, résolut de nous employer, ma sœur et moi, à sa réconciliation."
179,"J'étais à dix-sept ans,d'une taille assez avantageuse : ma sœur était, comme j'ai déjà dit, d'une figure à s'attirer tous les regards : il nous crut donc en état d'entrer dans ses desseins; et il nous prit un jour en particulier pour nous en faire l'ouverture."
180,"*****Il commença par nous apprendre notre naissance et le véritable nom de notre maison, que nous avions toujours, ignoré."
181,"Nous en eûmes une joie extrême ; Car l'ignorance où l'on nous tenait là- dessus, nous avait toujours affligés; et quoique la curiosité nous eut portés plusieurs fois à en demander quelque chose à mon père, le respect nous avait toujours retenus."
182,"*****Ensuite il nous raconta l'histoire de son amour, de sa fuite et de son mariage; la colère du comte son père, les suites qu'elle avait eues, et tout ce que j'ai rapporté jusqu'ici dans ces mémoires."
183,"Il nous communiqua le dessein qu'il avait de nous envoyer en France, pour travailler à remettre la paix dans la famille."
184,"Enfin il nous demanda si nous n'entreprendrions pas volontiers ce voyage, dont le succès nous devait être aussi avantageux qu'à lui."
185,"Je répondis qu'ayant un empire absolu sur nous, il ne devait point douter de notre obéissance, surtout pour une entreprise de cette nature, où notre inclination nous porterait encore plus que ses commandemens."
186,"Ma sœur lui fit à-peu- près la même réponse."
187,"C'est assez, reprit-il, en nous embrassant tendrement, je ne me défiais point de votre bon naturel."
188,"Vous partirez donc incessamment; je vais faire part à votre mère de notre résolution, et donner ordre qu'on prépare ce qui est nécessaire pour votre départ."
189,"Il nous quitta, et nous demeurâmes Julie."
190,"et moi fort satisfaits de tout ce que nous venions d'entendre."
191,"Ma mère ne le fut pas tant, lorsqu'elle eut appris notre projet."
192,"La tendresse infinie qu'elle avait pour nous, lui faisait tout craindre d'un voyage qui allait nous séparer d'elle."
193,"Tout ce que nous pûmes lui dire pour la rassurer, ne diminua point ses craintes; elle tremblait, comme si elle eût prévu une partie du cruel malheur qui devait nous arriver."
194,"Nous ne laissâmes point de partir quelques jours après."
195,"Mon père me donna la Brie en qui il avait une entière confiance, et je pris avec lui Scoti qui me servait depuis plusieurs années."
196,"Ma mère donna sa femme de chambre à ma sœur, nous nous mîmes dans une berline à quatre chevaux, la femme, de chambre avec nous."
197,"La Brie et Scoti étaient à cheval."
198,"Nous fîmes la route heureusement, et nous arrivâmes à la belle terre de mon grand-père après cinq jours de marche."
199,"Nous étions convenus ma sœur et moi de la manière dont nous nous y prendrions pour l'aborder et pour découvrir ses sentimens avant que de lui faire connaître qui nous étions."
200,"Nous ne jugeâmes point à-propos d'aller descendre au château : nous nous arrêtâmes dans une hôtellerie, d'où j'envoyai Scoti pour savoir si M. le comte pouvait recevoir la visite de deux jeunes personnes de qualité, qui passaient par ses terres."
201,"On lui fit une réponse civile."
202,"Nous nous rendîmes aussitôt au château."
203,"L'on nous introduisit dans une salle basse, où nous trouvâmes M. le comte seul."
204,"Je fus frappé d'abord de la ressemblance que je crus remarquer entre ses traits et ceux de mon père."
205,"Quoiqu'il n'eut guère moins de soixante et dix ans, il était encore frais, droit et vigoureux."
206,"Nous lui fîmes une révérence fort basse, et je lui dis que l'honneur que nous avions ma sœur et moi d'être connus particulièment d'une personne qui le touchait de fort près, nous procurait celui de lui présenter nos civilités respectueuses; que devant faire le voyage de France, et ayant offert nos services à M. le marquis de N., il nous avait chargé de. Que me dites-vous, Monsieur, s'écria-t-il en m'interrompant, mon fils vit-il encore? Est-il possible qu'il vive, et que depuis dix-huit ans il ne m'ait pas donné la moindre marque qu'il se souvienne de moi? Ah! le fils dénaturé! Me suis-je trompé dans l'opinion que j'ai toujours eue de lui ? Et n'ai-je pas fait encore trop peu pour punir un tel monstre? Si vous voulez m'obliger, Monsieur, continua-t-il, vous ne me parlerez pas davantage de ce fils ingrat, je l'abandonne à sa mauvaise destinée : ce qui n'empêche point que je ne vous voie chez moi, vous et mademoiselle votre sœur, avec beaucoup de satisfaction, et que je ne sois très-sensible à l'honneur que vous me faites."
207,"Je ne m'étais pas attendu, Monsieur, repris-je en affectant de l'étonnement, que la commission dont je me suis chargé vous dût être désagréable."
